,lyric,famous_word,total_words,percent_originality,genre
2294,brasil terra amores alcatifada flores onde brisa fala amores lindas tardes abril correi pras bandas sul debaixo céu anil encontrareis gigante deitado santa cruz hoje brasil dia gigante despertou deixou ser gigante adormecido anão levantou país subdesenvolvido subdesenvolvido subdesenvolvido etc refrão passado período colonial país passou ser bom quintal dar contas portugal instaurou latifúndio nacional ai subdesenvolvido subdesenvolvido refrão então bravo povo brasileiro perigos guerras esforçado prometia força humana plantou couve colheu banana bravo esforço povo brasileiro vi capital lá estrangeiro subdesenvolvido subdesenvolvido etc refrão nações mundo cá mandaram capitais tão desinteressados '' nações coitadas queriam ajudar ilha velha '' roubou ninguém país pouca terra fez bem big '' bem un big '' bem bom bem bom deu luz ah tirou ouro oh deu trem ahhh levou tesouro subdesenvolvido subdesenvolvido etc refrão data acabaram tempos duros sofridos pois dia aqui chegaram capitais paises amigos país amigo desenvolvido país amigo país amigo amigo subdesenvolvido país amigo país amigo amigos americanos muita fé muita fé deram dinheiro plantamos café terra plantando tudo dá pode plantar tudo quiser resolveram iríamos plantar café café bento bento frade frade boca forno forno tirai bolo bolo fareis tudo mestre mandar faremos todos faremos todos começaram vender comprar comprar borracha vender pneu comprar madeira vender navio pra vela vender pavio mandaram sobrou lá matéria plástica entusiástica coisa elástica coisa drástica rock balada filme mocinho ar refrigerado chiclet bola coca cola subdesenvolvido subdesenvolvido etc refrão povo brasileiro personalidade impressiona facilidade embora pense americano embora dance americano embora cante americano lá lá la la la la êh êh boi êh roçado bão meior sertão thu thu thu comeram boi povo brasileiro embora pense dance cante americano come americano bebe americano vive menos sofre importante importante pois difere brasileiros demais personalidade personalidade personalidade igual porém subdesenvolvida subdesenvolvida vida nacional,subdesenvolvido,299,64.21,bossa_nova
2295,weno wala neno kwala oe sengue to mba we matoi muto bola nika titi bwam ih tondi oa tondi oa ye mbale lingane mba pi ja bo topi wenge lakise mba weke we pe so we sibi muto mo weni we ndutu je mba mulema buki pon mba weno wala ke ne kwala oe sengue to mba we matoi muto bola nika titi bwam ih tondi oa tondi oa di kwale wenge di tope wenge di kwale musima mouena di kusi di yai muna timba mba weke we pe so oe si bi muto weni weno mujenge to mwae si mene pe weno wala neno kwala oi sengue to mba we matoi muto bola nika titi bwam ih tondi oa tondi oa jita weno wala muto bye bye oi sengue to mba we matoi muto bola nika titi bwam ih tondi oa tondi,mba,143,39.86,bossa_nova
2296,lúcio arranjei novo amor leblon corpo bonito pele morena amor pequena amar tão bom dick nariz levantado olhos verdinhos bastante puxados cabelo castanho pinta lado teresa praia verão passou todo comigo inverno pergunta então vamos teresa praia deixar beijos sol abraços mar teresa praia ninguém pode ser teresa praia ninguém,teresa,50,84.0,bossa_nova
2297,nasci lá bahia mucama feitor pai dormia cama mãe pisador pai dizia assim venha mãe dizia sim falar mulher fala perde logo amor deus fez primeiro homem mulher nasceu mulher trabalha sempre dois homem acaba chegar tá fome mulher olhar homem deitada pé mulher trabalhar rico acorda tarde começa resmungar pobre acorda cedo começa trabalhar vou pedir babalorixá pra fazer oração pra xangô pra pra trabalhar gente nunca trabalhou,mulher,69,76.81,bossa_nova
2298,menina bonita pra onde qu'ocê '' vai menina bonita pra onde qu'ocê '' vai vou procurar lindo amor fundo mar vou procurar lindo amor fundo mar nhem nhem nhem onda vai nhem nhem nhem onda vem nhem nhem nhem tristeza vai nhem nhem nhem tristeza vem nunca voltou nunca nunca triste triste deixou nhem nhem nhem onda vai nhem nhem nhem vida vem nhem nhem nhem vida vai nhem nhem nhem volta ninguém menina bonita vá mar menina bonita vá mar vou casar lindo amor fundo mar vou casar lindo amor fundo mar nhem nhem nhem onda vai nhem nhem nhem onda vem nhem nhem nhem vida vai nhem nhem nhem volta ninguém menina bonita mar menina bonita mar dorme bem iemanjá dorme bem iemanjá,nhem,125,23.2,bossa_nova
2299,once i loved and i gave so much love to this love you were the world to once i cried at the thought i was foolish and proud and let you say goodbye then one day from my infinite sadness you came and brought love again now i know that matter whatever befalls i 'll never let you go i will hold you close make you stay because love is the saddest thing when it goes away love is the saddest thing when it goes away,i,86,63.95,bossa_nova
2300,sete cores repente arco íris desata água límpida contente ribeirinho mata sol véu transparente chuva ouro prata resplandece resplendente céu chão cascata abre porta arca lentamente surgem francas alegria barbas brancas prudente patriarca vendo longe serra planícies tão verdinhas diz noé boa terra pra plantar vinhas '' ora vai porta aberta repente vacilante surge lenta longa incerta tromba elefante dentro buraco janela aparece cara macaco espia desaparece bosques todos '' ruge soberbo leão filho deus '' protesta tigre '' arca desconjuntada parece vai ruir pulos bicharada toda querendo sair afinal custo indo fila casais uns raiva outros susto vão saindo animais maiores vêm frente trazendo cabeça erguida fracos humildemente vêm atrás vida longe arco íris esvai desde história véu noite cai erguem astros glória enchem céu caprichos meio noite calada ouve fala bichos terra repovoada,``,135,88.89,bossa_nova
2301,dime haces nada salvar nuestro amor porque muere acaba el infierno y el dolor falle y fallaste la culpa es los querer celarme yo al comenzar la discusion y gritamos cosas peleamos sin razon porque la espalda cuando necesito amor he ser yo quien acepta el error el siempre humilla el pida perdon quien evita acabe cada vez nuestro amor el hace fuerte siendo el perdedor pero ya canse cruel vanidad orgullo mata nuestra felicidad pon los pies en la tierra vas perder pues ante tus caprichos ya voy ceder si quedas callada hoy vas perder,el,96,78.12,bossa_nova
2302,estrelas drama anjo azul chegamos final feliz tela prateada ilusão realidade onde cidade mora paisagem país diz lugar cadê lembra torrentes paixão ouvir canção sonhar casablanca perder labirinto outra história caravana deserto atravessou coração chorando sete mares sertão lembra,lembra,39,97.44,bossa_nova
2303,lembro vagamente correndo vinha repente sorriso branco encontrou lembro andamos mil estrelas dois contamos vento soprou manhã mil canções lembro vagamente tarde morria repente sozinho fiquei esperando chorei lembro vagamente quanto gente amou tão repente lembro perdi amor,lembro,38,76.32,bossa_nova
2304,novamente juntos violão vagando devagar vagar cantando canção qualquer cantar mercê solidão vadiando vão aí vamos seguir outra rua outro bar outro amigo outra mão qualquer companheira qualquer direção chegar qualquer lugar qualquer morte esperar jamais violão abandonará vivi inútil viver nada resta saber quero ouvir violão gemer serenizar,qualquer,49,83.67,bossa_nova
2305,sorriu pra mim disse nada porém fez jeitinho quer voltar dançava alguém roubou amor agora tarde demais sofro dor tarde tarde arranjei novo amor,tarde,24,87.5,bossa_nova
2306,bom menino perdeu dia cozinha corredor pai deu ordem toda família procurasse ninguém achou mãe deu ordem toda polícia perseguisse ninguém achou ó deus salve casa santa onde gente janta pais ó deus salve mesa farta feijão verdura ternura paz apartamento vizinho fica frente elevador mora gente entende entende passou maria amélia filha casa passou idade casou ó deus salve casa santa onde gente janta pais ó deus salve mesa farta feijão verdura ternura paz trem ferro sobre colchão porta aberta pra escuridão luz mortiça ilumina mesa brasa acesa queima porão pais conversam sala moça olha silêncio pro irmão ó deus salve casa santa onde gente janta pais ó deus salve mesa farta feijão verdura ternura paz,ó,117,57.26,bossa_nova
2307,and by the way have you forgotten to say where you live what 's your name what you in case you 're free we can go you and to the zoo and may i ask you what you to with your days with your nights with your time with your life suppose i dare to ask what are you doing tonight if you 're free i can lend you these wings flight have n't we met i ca n't remember but yet i could swear i have seen you before but if you 're scared of my boat i can take you ashore or would you rather catch the wind that blows steady and pulls to the high open sea you are the force that irresistible might that creates in the power of flight we 're kites in the sky we can fly we can fly we can fly we can fly i get flash of your thigh like spy in the sky i see thy heavenly thighs in the skies in the skies there where the sea meets the sky you and you and i give moment just to finish this brew to undo the voodoo that kept you away so long so long so long la la la la suppose i give you this rose and you give kiss suppose we take off our clothes and we plunge in the sea and just dismiss with kiss la petite burgeoisie have n't we met i ca n't remember but yet i could swear i have seen you before but if you 're scared of my boat i can take you ashore or would you rather catch the wind that blows steady and pulls to the high open sea you are the force that irresistible might that creates in the power of flight we 're kites in the sky we can fly we can fly we can fly we can fly i see thy heavenly thighs in the skies in the skies there where the sea meets the sky you and you and i la la la la so long so long,you,352,31.53,bossa_nova
2308,dera ficar amor vez escuta dizem ondas mar deixo amarrar mês amada porto noutro porto outra amada capaz outro amor amarrar ah vida querida nenhum mar ro ..... sas chora vou voltar dera amarrar amor quase mês escuta dizem pedras cais deixasse juntar vez amores porto transbordava baía todas forças navais vida querido nenhum mar rosas volta,amor,57,71.93,bossa_nova
2309,dias fico pensando vida sinceramente vejo saída exemplo dá pra entender gente mal nasce começa morrer chegada vem sempre partida porque nada separação sei lá sei lá vida grande ilusãox sei lá sei lá sei razãox ninguém nunca sabe males apronta fazendo conta fingindo esquecer nada renasce antes acabe sol desponta anoitecer nada adianta ficar hora sim descuido sei lá sei lá sei preciso paixão sei lá sei lá vida sempre razão sei lá x sei,sei,76,68.42,bossa_nova
2310,coração cansa ter esperança dia ser tudo quer coração criança lembrança vulto feliz mulher passou sonhos dizer adeus fez olhos chorar fim coração vagabundo quer guardar mundo mim coração vagabundo quer guardar mundo mim,coração,34,73.53,bossa_nova
2311,let there be flowers let there be spring we have few hours to save our dream let there be light let the bird sing let the forest be forever green little blue planet in great need of care crystal clear streams lots of clean air let 's save the earth what wonderful thing let it be forever green imagine mother earth become desert poison sea venomous lagoon and life on planet earth be gone forever and god will come and ask planet blue what to where is the paradise i 've made you where is the green and where is the blue where is the house i 've made you where is the forest and where is the sea where is the place good you good let 's save the earth what wonderful thing let the bird fly let the bird sing let them sing luisa let it be forever evergreen where is the paradise i 've made you where is the green and where is the blue where is the house i 've made you,the,176,39.77,bossa_nova
2312,imaginas amor emoção senti naquele instante feliz conheci cupido flecha certeira atirou bem coração acertou mesma coisa comigo passou lindo olhar cruzou hoje prá alegria és és felizes enfim,és,29,96.55,bossa_nova
2313,dois cem mundo chegando ninguém soubesse violeiro desse amor dinheiro dois cem vieram prá perguntar ô voce onde vai onde vem diga logo prá contar '' parado meio mundo senti chegar momento olhei pro mundo via sombra sol vento dera agora viola prá cantar x prá cantar dia claro quase meio canto falado ponteio violência viola violeiro morte redor mundo inteiro dia claro quase meio jurou quebrar lembro dor receio sabia ondas mar jogaram viola mundo lá fundo buscar tomo viola ponteio canto posso parar dera agora viola prá cantar prá cantar ponteio x pontiarrrrrrrr dois cem dia claro quase meio encerrar cantar convém prometendo novo ponteio certo dia sei inteiro espero vá demorar dia certo vem digo logo vim prá buscar correndo meio mundo deixo viola lado vou ver tempo mudado novo lugar prá cantar dera agora viola prá cantar ponteio x lá láia láia láia lá láia láia láia lá láia láia láia dera agora viola prá cantar ponteio x prá cantar pontiaaaaarrr x dera agora viola prá cantar,prá,171,49.71,bossa_nova
2314,toda forma qualidade oi pindoba embiriba sapucaia titara catulé ouricurí sucupira sapucais putumujú pau santo pau d'arco tatajubá sapucarana canzenzé maçaranduba louro paraíba pininga bis pare irmão falar tanta mata tanta planta sei fazer diga lá bicho pra comer bicho pra comer bicho pra comer toda forma qualidade onça pintada sussuarana maracajá guará jaguatirica guaxinim tatu tatu peba tatu bola preguiça quatí tamanduá coelho queixada caititú oi oi diz oi diz cotia paca oi preá quandá oi diz oi diz pare irmão falar tanta fera tanto bicho sei fazer ah bichinho pra comer quisera tanto assim vão comer peixes ainda falei toda forma qualidade oi traíra cará jundiá caborge piaba carapó pitú caranguejo aruá cobra nunca acabar jacaré cobra rainha muçu caninana jibóia jericoá jararaca cascavel surucucú papa ovo cobra verde assim dá bis sabiá canário curió passarinho tão bom olhar papa capim cardeal arumará xexéu guriatã brejá quiser comer galinha todas pra fartar pomba tres côcos pato mergulhão aracuâ jaçanã carão juriti cardigueira paturí nessa abençoada região faz falta verdade diga irmão nessa grande mata possível possível ter mulher aí coisa aí coisa pois sendo assim prefiro cativeiro pois sendo assim prefiro cativeiro irmão tá toda razão irmão tá toda razão,oi,202,68.81,bossa_nova
